name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
madrid,2022-01-12,11.9,3.3,7.2,11.9,2.9,6.7,-1.4,58.6,0,0,0,,0,0,24.1,11.3,30.1,1028.1,1,17.3,118.1,10.2,5,,2022-01-12T08:37:04,2022-01-12T18:09:24,0.32,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-13,8.8,1.5,5.3,8.7,0.9,4.4,-2.2,58.7,0,0,0,,0,0,23.8,10.4,23.8,1032.8,18.1,17.6,107.7,9.4,5,,2022-01-13T08:36:45,2022-01-13T18:10:29,0.35,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-14,8.3,-0.1,4.2,7.1,-1.4,3,-2.4,63.9,0,0,0,,0,0,17.3,10.1,32.1,1032.9,1.9,16.9,118.9,10.1,5,,2022-01-14T08:36:25,2022-01-14T18:11:35,0.38,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-15,8.3,-0.1,3.7,8,-0.1,3.4,-2.4,64.9,0,0,0,,0,0,14.4,6.5,341.3,1029.5,11.5,15.7,116.8,10.1,5,,2022-01-15T08:36:02,2022-01-15T18:12:41,0.42,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-16,9.6,-0.5,3.8,9.6,-0.5,3.7,-1.1,71.7,0,0,0,,0,0,11.9,5.6,334.7,1031.3,6.4,13.7,116.6,10.1,5,,2022-01-16T08:35:36,2022-01-16T18:13:48,0.45,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-17,11.1,-0.3,4.7,11.1,-0.6,4.5,-1.7,65.5,0,0,0,,0,0,12.6,6.8,350.7,1032.8,12.5,16.8,120,10.3,5,,2022-01-17T08:35:09,2022-01-17T18:14:56,0.48,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-18,12.3,-0.3,5.4,12.3,-0.3,5.3,-3.9,54.8,0,0,0,,0,0,11.9,5.7,345,1031.2,7,16.8,123.1,10.6,5,,2022-01-18T08:34:40,2022-01-18T18:16:05,0.5,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-19,13.2,-0.6,5.8,13.2,-0.6,5.6,-5.6,45.2,0.003,100,4.17,rain,0,0,13.3,6.9,325.1,1030.6,0.4,17.5,125.5,10.7,5,,2022-01-19T08:34:08,2022-01-19T18:17:15,0.55,Rain,Clear conditions throughout the day with afternoon rain.,rain,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-20,12.7,0.6,6.7,12.7,0.6,6.4,-2.3,53.8,0,0,0,,0,0,23.8,11.6,28.6,1027.8,9.9,16.9,124.9,10.8,5,,2022-01-20T08:33:35,2022-01-20T18:18:25,0.59,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-21,9,1,4.9,7.7,1,4.2,-2.8,60.7,0,0,0,,0,0,28.4,11.5,19.8,1026.1,2.8,17.2,124.6,10.7,5,,2022-01-21T08:32:59,2022-01-21T18:19:35,0.62,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-22,9.5,0.6,4.7,9.5,-1.1,3.9,-2.9,58.2,0,0,0,,0,0,22.7,9.3,11.9,1028.9,9.8,17.7,117.8,10.2,6,,2022-01-22T08:32:21,2022-01-22T18:20:46,0.66,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,C1784,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-23,9.2,0.6,5.6,9.2,-1.5,4.5,0.6,70.9,0,0,0,,0,0,18.4,9,14.1,1027,57.4,16.2,66.1,5.6,4,,2022-01-23T08:31:42,2022-01-23T18:21:58,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-24,8.5,3.9,6.3,8.1,2.1,5.5,0.3,66,0,0,0,,0,0,20.5,9.4,41,1027.7,92.9,17,54.3,4.9,3,,2022-01-24T08:31:00,2022-01-24T18:23:09,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-25,10.1,5.6,7.8,10.1,3.7,7,0.9,61.5,0,0,0,,0,0,29.9,10.1,62.9,1030.4,77.4,17.5,60.9,5.2,4,,2022-01-25T08:30:17,2022-01-25T18:24:22,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-26,10.2,1.5,6,10.2,0,5.1,0,66.3,0,0,0,,0,0,29.2,12.7,47.7,1029.9,15.6,17.6,123.8,10.7,5,,2022-01-26T08:29:31,2022-01-26T18:25:34,0.8,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-27,13.2,2.3,7.5,13.2,0.8,7,-2.5,51.5,0,0,0,,0,0,25.2,9.3,31.2,1028.9,0,17.1,132.3,11.4,5,,2022-01-27T08:28:44,2022-01-27T18:26:47,0.83,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08213099999,08223099999,08222099999,08215099999"
madrid,2022-01-28,14.5,1.2,7.7,14.5,1.2,7.1,-7.9,34,0,0,0,,0,0,22.7,9.2,21.5,1031,0,17.5,140.8,12.1,6,,2022-01-28T08:27:54,2022-01-28T18:28:00,0.87,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,08213099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-29,16.3,1.9,8.5,16.3,0.4,8.1,-9.8,27.7,0,0,0,,0,0,21.2,8.3,12.8,1033.2,0,17.8,143,12.4,6,,2022-01-29T08:27:03,2022-01-29T18:29:13,0.9,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-30,16.4,1.9,8.5,16.4,0.5,8.3,-9.3,28.8,0,0,0,,0,0,13.3,6.9,358.6,1029.5,0.6,17.5,138.8,12,5,,2022-01-30T08:26:10,2022-01-30T18:30:27,0.94,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-01-31,16.8,1.1,7.9,16.8,1.1,7.7,-7.1,36,0,0,0,,0,0,38.9,17.3,1.9,1027.4,0,16.3,141.7,12.3,5,,2022-01-31T08:25:16,2022-01-31T18:31:40,0.97,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-02-01,16.7,5.5,10.6,16.7,3,9.6,0.5,50.6,0,0,0,,0,0,60.5,25.2,23.3,1027.9,1.3,16.9,141.3,12.3,5,,2022-02-01T08:24:19,2022-02-01T18:32:54,0,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-02-02,19.3,4.6,10.5,19.3,3.3,10.2,2.1,59.5,0,0,0,,0,0,30.9,9.9,334.7,1027.5,3.6,17.6,149.8,12.9,6,,2022-02-02T08:23:21,2022-02-02T18:34:08,0.04,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-02-03,16.5,2.9,9.8,16.5,2.9,9.7,1.6,57.9,0,0,0,,0,0,22.7,12.3,296.2,1022.9,62.7,17,126.6,11,6,,2022-02-03T08:22:22,2022-02-03T18:35:21,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-02-04,13.2,6.6,9.5,13.2,6.6,9.4,4.2,70.4,0,0,0,,0,0,18.7,9.8,321.9,1021.7,85.2,14.9,99.3,8.5,5,,2022-02-04T08:21:20,2022-02-04T18:36:35,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-02-05,14.1,7.1,9.9,14.1,5.1,9.1,2.2,60.2,0,0,0,,0,0,34.2,16.3,26.2,1023.7,36.6,16.8,130.8,11.2,5,,2022-02-05T08:20:17,2022-02-05T18:37:48,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-02-06,13.6,3.3,7.9,13.6,0.8,7,-4.2,42.6,0,0,0,,0,0,22.3,10.3,7.8,1028.3,19.5,16,152,13.2,6,,2022-02-06T08:19:13,2022-02-06T18:39:02,0.17,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2022-02-07,17.5,2.3,9.2,17.5,2.3,9.2,-2.8,45.8,0,0,0,,0,0,44.6,11.1,19.3,1028.9,6.4,17.6,153.5,13.3,6,,2022-02-07T08:18:07,2022-02-07T18:40:15,0.2,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
