name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
madrid,2019-04-08,16.7,7.2,10.7,16.7,6.2,10.5,4.9,71.7,2.043,100,62.5,rain,0,0,53.6,30.2,257.2,1011.8,76.4,12.7,165.1,14.2,8,,2019-04-08T07:47:52,2019-04-08T20:46:12,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,D4212,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-04-09,13.1,5.1,8.6,13.1,3.7,7.5,2.5,67.6,0.416,100,29.17,rain,0,0,52.9,22.8,267.3,1012.8,58.9,20.2,165.8,14.5,7,,2019-04-09T07:46:18,2019-04-09T20:47:14,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-04-10,14.7,6.2,9.9,14.7,3.9,8.9,1.1,56,0.685,100,20.83,rain,0,0,33.4,23.1,297.7,1013.4,58.8,20.9,233.3,20.2,8,,2019-04-10T07:44:43,2019-04-10T20:48:16,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-11,16.5,4.4,10.5,16.5,2.3,10,-0.3,49.1,0,0,0,,0,0,29.2,12.4,28.9,1017.4,32.6,20.3,250.1,21.5,10,,2019-04-11T07:43:09,2019-04-11T20:49:18,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-12,18.7,3.9,11.4,18.7,3.9,11.2,0.2,49.4,0,0,0,,0,0,27.9,13.6,28.6,1017.6,9.3,20.8,279.8,24.2,9,,2019-04-12T07:41:36,2019-04-12T20:50:20,0.25,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-13,21.5,3.7,13.3,21.5,3.7,13.3,-2.1,38.1,0,0,0,,0,0,23.4,11.9,225,1017.4,13.3,20.4,286.4,24.7,9,,2019-04-13T07:40:04,2019-04-13T20:51:22,0.29,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-14,23.5,7.6,16.2,23.5,7.6,16.2,5.8,50.9,0,0,0,,0,0,21.2,13.4,244.4,1015.2,52.7,20.2,270.4,23.3,9,,2019-04-14T07:38:31,2019-04-14T20:52:24,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-04-15,24.5,10.7,16.9,24.5,10.7,16.9,8.1,59.3,0,0,0,,0,0,63,32.6,250.1,1011.5,68,20.8,210.1,18.2,10,,2019-04-15T07:37:00,2019-04-15T20:53:26,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-04-16,21.2,6.9,14.6,21.2,6.9,14.6,4,52.1,0,0,0,,0,0,29.5,11.6,186.2,1015.6,38.9,20.9,276.5,23.7,9,,2019-04-16T07:35:29,2019-04-16T20:54:28,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-17,23.4,10.2,16.1,23.4,10.2,16.1,6.9,56.9,0.939,100,8.33,rain,0,0,79.6,22.9,134.4,1010.9,70.3,19.1,212.2,18.3,9,,2019-04-17T07:33:59,2019-04-17T20:55:30,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-18,14.2,9.2,10.4,14.2,7.9,10.1,8.6,88.4,36.789,100,95.83,rain,0,0,100.1,13.1,76.9,1012.2,95,11.6,54.3,4.6,2,,2019-04-18T07:32:30,2019-04-18T20:56:32,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-19,11.1,9,9.6,11.1,7.6,9.2,7.4,86.4,9.585,100,66.67,rain,0,0,103.7,12.6,73.1,1015.4,95.2,14.5,56.8,4.8,2,,2019-04-19T07:31:02,2019-04-19T20:57:34,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,D4212,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-04-20,19,9.2,13.6,19,7.6,13.5,4,54.7,0.2,100,12.5,rain,0,0,83.5,23.2,51.3,1016,80.4,19.1,171.9,14.9,8,,2019-04-20T07:29:34,2019-04-20T20:58:36,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-21,12.6,8.7,10.6,12.6,6.1,10.1,3.8,62.7,0.096,100,8.33,rain,0,0,47.5,18.4,50.5,1011.9,79.8,21.2,131.5,11.4,5,,2019-04-21T07:28:07,2019-04-21T20:59:38,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-22,18.6,8.4,12.7,18.6,7.3,12.5,4.5,58.4,0,0,0,,0,0,29.2,11.6,31,1001.9,68.6,19.7,236.8,20.4,9,,2019-04-22T07:26:41,2019-04-22T21:00:40,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-23,13.6,6.1,10.4,13.6,4.3,9.2,4.2,66.9,3.212,100,41.67,rain,0,0,51.5,35.3,228.8,997.2,80.5,18.5,144.3,12.5,7,,2019-04-23T07:25:16,2019-04-23T21:01:42,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,D4212,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-04-24,11.1,5,7.6,11.1,2,6.1,5.7,87.9,32.635,100,75,rain,0,0.1,96.5,25.6,210.1,1004,84.2,12.9,48.6,4.2,2,,2019-04-24T07:23:52,2019-04-24T21:02:44,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-25,13.2,6.5,9.8,13.2,3.9,8.7,3.6,67.9,6.723,100,41.67,rain,0,0,60.5,38.5,241.1,1009.9,64.5,17,242.4,21,10,,2019-04-25T07:22:28,2019-04-25T21:03:46,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-26,17.2,7,11.6,17.2,5.5,11,1.4,52.1,0,0,0,,0,0,28.4,16.5,285.4,1022,40.1,20.2,250.3,21.6,9,,2019-04-26T07:21:06,2019-04-26T21:04:48,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-27,20.7,5.6,13.6,20.7,4.3,13.6,2.9,50.7,0,0,0,,0,0,17.6,8.1,109,1025,2.4,20.8,302,26.2,9,,2019-04-27T07:19:45,2019-04-27T21:05:50,0.75,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-28,23.2,9.8,17.2,23.2,8.6,17.2,6,50,0,0,0,,0,0,23.8,14.5,39.3,1020.4,18.2,21.3,301.7,26.1,9,,2019-04-28T07:18:25,2019-04-28T21:06:52,0.79,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-04-29,25.5,12,18.9,25.5,12,18.9,5.3,42,0,0,0,,0,0,24.7,14,53.9,1015.5,53.4,20.9,274.3,23.7,9,,2019-04-29T07:17:06,2019-04-29T21:07:54,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-04-30,26,10.7,19.7,26,10.7,19.7,7,45,0.005,100,4.17,rain,0,0,24.6,10.7,43.7,1013.3,27.9,20.5,264.7,22.9,9,,2019-04-30T07:15:48,2019-04-30T21:08:56,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,D4212,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-05-01,25,10.8,18.6,25,10.8,18.6,5.3,42.2,0,0,0,,0,0,25.3,12.7,13.3,1010.7,33.9,21,259.6,22.4,9,,2019-05-01T07:14:31,2019-05-01T21:09:57,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-05-02,24.5,11.7,18.7,24.5,11.7,18.7,8.3,51.8,0,0,0,,0,0,34.6,14.9,71.2,1010.6,40.7,21.1,250.6,21.6,9,,2019-05-02T07:13:15,2019-05-02T21:10:59,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-05-03,20.1,11.4,16.2,20.1,11.4,16.2,6.2,52.9,0,0,0,,0,0,41.8,18.8,54.2,1009.7,31.1,20.9,298.5,25.7,10,,2019-05-03T07:12:01,2019-05-03T21:12:00,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-05-04,22.3,5.9,14.3,22.3,5.9,14.2,2.5,46.8,0,0,0,,0,0,30.2,16.2,42.6,1012.7,0,20.9,314.9,27.2,9,,2019-05-04T07:10:48,2019-05-04T21:13:01,0.98,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-05-05,22.2,8.1,15.3,22.2,6.6,15,2.9,44.7,0,0,0,,0,0,29.2,13.4,43.5,1014.4,16,21.2,306,26.3,9,,2019-05-05T07:09:36,2019-05-05T21:14:02,0,Clear,Clear conditions throughout the day.,clear-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,D4212,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-05-06,24.6,7.5,17.1,24.6,6.7,17,2.1,37.3,0,0,0,,0,0,32.8,17.1,231.1,1015.5,36.1,21.2,289.2,25.2,8,,2019-05-06T07:08:25,2019-05-06T21:15:03,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,D4212,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-05-07,23.1,11.8,17.4,23.1,11.8,17.4,8.4,56.5,0,0,0,,0,0,49,29,240.4,1014.5,66.7,20.4,264.2,22.9,8,,2019-05-07T07:07:16,2019-05-07T21:16:03,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-05-08,19.2,14.5,16.3,19.2,14.5,16.3,10.6,69,0,0,0,,0,0,83.5,42,237.2,1011.1,79.2,19.9,178.8,15.5,7,,2019-05-08T07:06:08,2019-05-08T21:17:04,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-05-09,21.7,9.6,15.9,21.7,9.5,15.9,8,61.4,0,0,0,,0,0,50.4,30,243.8,1012.4,44.8,20.6,284.6,24.6,9,,2019-05-09T07:05:01,2019-05-09T21:18:04,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,D4212,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-05-10,24.4,15,19.1,24.4,15,19.1,11.9,65.5,0,0,0,,0,0,45,23.5,243.2,1012.8,57.1,21.1,279.3,24.3,10,,2019-05-10T07:03:56,2019-05-10T21:19:03,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,D4212,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-05-11,27.2,11.3,19.7,26.7,11.3,19.7,6.1,45.1,0,0,0,,0,0,30.6,18.4,13,1017.8,10.4,21.3,317.1,27.3,9,,2019-05-11T07:02:53,2019-05-11T21:20:03,0.23,Clear,Clear conditions throughout the day.,clear-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,D4212,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-05-12,26.8,10.1,18.4,26.3,10.1,18.3,0.6,32.4,0,0,0,,0,0,42.2,19.1,49.5,1022.3,34.9,20.9,325,27.9,10,,2019-05-12T07:01:51,2019-05-12T21:21:02,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-05-13,30,11.1,21.3,28.2,11.1,20.9,0.5,25.9,0,0,0,,0,0,28.7,15.5,57,1016.9,0,20.8,325.1,28.2,9,,2019-05-13T07:00:50,2019-05-13T21:22:00,0.3,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-05-14,28.2,11.1,20.9,27.1,11.1,20.7,3.3,31.9,0,0,0,,0,0,26.3,12.4,76.2,1014.7,1.1,21.1,320.8,27.8,9,,2019-05-14T06:59:51,2019-05-14T21:22:58,0.34,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-05-15,33.1,11.7,23.1,31.3,11.7,22.5,5.5,34.9,0.004,100,4.17,rain,0,0,27.3,14.1,356.9,1009.1,29,19.8,304.8,26.4,9,,2019-05-15T06:58:53,2019-05-15T21:23:56,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08213099999,08219099999,08222099999,08223099999,08215099999,08220099999"
madrid,2019-05-16,29.7,12.9,21.6,28.8,12.9,21.4,7.1,40.8,0.303,100,4.17,rain,0,0,51.8,31.5,257.3,1005.3,45.1,20.9,296,25.5,9,,2019-05-16T06:57:57,2019-05-16T21:24:53,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-05-17,18,10.1,13.4,18,10.1,13.4,4.1,54.3,0.16,100,16.67,rain,0,0,79.6,33.7,298.4,1007.6,67.5,20.8,260.9,22.4,10,,2019-05-17T06:57:03,2019-05-17T21:25:50,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-05-18,18.2,8.5,13.4,18.2,7.1,13.2,1.4,45.1,0.003,100,4.17,rain,0,0,34.2,17.8,311.7,1009.3,65.9,21.1,259.5,22.2,10,,2019-05-18T06:56:10,2019-05-18T21:26:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,D4212,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2019-05-19,20.3,10.1,15.2,20.3,10.1,15.2,2.8,44.8,0,0,0,,0,0,31.7,12,324.6,1009.9,56.4,21.2,248,21.4,8,,2019-05-19T06:55:19,2019-05-19T21:27:42,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-05-20,21.8,7.9,15.8,21.8,5.8,15.5,3.6,46.1,0,0,0,,0,0,26.1,12,24.8,1011.1,51,21.3,259,22.4,10,,2019-05-20T06:54:30,2019-05-20T21:28:37,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08220099999,08215099999"
madrid,2019-05-21,25.5,13.1,18.8,25.5,13.1,18.8,5.4,42.5,0,0,0,,0,0,24.8,12.6,37.8,1012,73.7,18.8,274.2,23.5,10,,2019-05-21T06:53:43,2019-05-21T21:29:31,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-05-22,27.4,12.4,20.5,26.7,12.4,20.4,6.9,42.6,0,0,0,,0,0,28.4,12.2,37,1014.4,29.9,18.6,307.9,26.4,10,,2019-05-22T06:52:57,2019-05-22T21:30:24,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-05-23,28.5,13.2,21.6,27.5,13.2,21.4,8.1,43.2,0,0,0,,0,0,41,19.1,250.4,1013.5,52.6,18.7,297.7,25.7,10,,2019-05-23T06:52:13,2019-05-23T21:31:17,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-05-24,24.5,15.8,20,24.5,15.8,20,8.4,48.3,0,0,0,,0,0,47.5,19.8,34.6,1012,53.9,18.5,335.3,29,10,,2019-05-24T06:51:30,2019-05-24T21:32:09,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,D4212,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-05-25,24.6,11.1,17.8,24.6,11.1,17.8,6.7,49.8,0,0,0,,0,0,38.2,15.9,40.3,1016.4,17.7,18.7,337.6,29.1,9,,2019-05-25T06:50:50,2019-05-25T21:33:00,0.71,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-05-26,26.6,10.6,18.6,26.6,10.6,18.6,7,49.1,0,0,0,,0,0,36,18.7,38.9,1016.3,1.7,18.6,330.8,28.6,9,,2019-05-26T06:50:11,2019-05-26T21:33:51,0.75,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-05-27,28.5,12.6,21.3,27.9,12.6,21.1,8.5,45.9,0,0,0,,0,0,29.5,18.3,23.9,1011.8,28.7,18.6,286.9,24.7,9,,2019-05-27T06:49:35,2019-05-27T21:34:40,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-05-28,26.6,12.7,19.3,26.6,12.7,19.3,6.5,45.5,0,0,0,,0,0,40,22.3,37.6,1013.7,39.1,18.7,326.3,28.3,9,,2019-05-28T06:49:00,2019-05-28T21:35:29,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-05-29,26.5,10.5,18.3,26.5,10.5,18.3,5.8,45.1,0,0,0,,0,0,35.3,14.4,52.6,1020,2.8,18.7,332.4,28.8,9,,2019-05-29T06:48:27,2019-05-29T21:36:16,0.84,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-05-30,29.5,12.8,21.7,28.2,12.8,21.4,6.7,39.9,0,0,0,,0,0,29.2,13.3,70.3,1021.1,3.7,19,334.2,28.8,10,,2019-05-30T06:47:56,2019-05-30T21:37:03,0.87,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-05-31,31.1,14.7,24.1,29.9,14.7,23.7,7,34.4,0,0,0,,0,0,25.6,12.2,69.1,1019.5,0.9,18.8,329.8,28.4,9,,2019-05-31T06:47:26,2019-05-31T21:37:48,0.9,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-06-01,32.6,14.7,24.8,31.4,14.7,24.3,8.5,37.2,0,0,0,,0,0,20.2,10.8,122.8,1017.1,0.7,18.8,330.4,28.5,9,,2019-06-01T06:46:59,2019-06-01T21:38:32,0.94,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-06-02,33.6,18.4,26.1,32.6,18.4,25.5,8.6,34,0.296,100,4.17,rain,0,0,34.2,15.1,166.5,1014.5,21.6,18.9,319.5,27.5,9,,2019-06-02T06:46:34,2019-06-02T21:39:15,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-06-03,32.1,19.2,26.3,30.8,19.2,25.7,8.6,34,0,0,0,,0,0,56.2,27.6,241.7,1012.1,44.5,18.6,306.3,26.5,10,,2019-06-03T06:46:10,2019-06-03T21:39:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-06-04,28.2,17.9,23.3,27.8,17.9,23.2,10.1,44.2,0,0,0,,0,0,55.1,28.6,245.6,1008,18.4,18.7,330,28.4,9,,2019-06-04T06:45:49,2019-06-04T21:40:38,0.04,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-06-05,21.1,12.6,17.5,21.1,12.6,17.5,5.5,46.5,0.001,100,4.17,rain,0,0,49.7,32,284.6,1008.8,46.9,18.9,324.1,28,10,,2019-06-05T06:45:29,2019-06-05T21:41:17,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-06-06,23.6,10,17.7,23.6,9.7,17.7,3.6,40.9,0,0,0,,0,0,54.4,28.2,228.9,1009.8,26.5,19.1,324.6,27.9,9,,2019-06-06T06:45:12,2019-06-06T21:41:55,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-06-07,21.2,9.2,16.4,21.2,7,16.3,4.2,47.8,2.212,100,25,rain,0,0,46.1,25.7,267.9,1013.1,27.9,18.8,347.5,30.1,10,,2019-06-07T06:44:56,2019-06-07T21:42:32,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-06-08,28.6,10.6,20.2,27.1,10.6,20,3.2,33.5,0,0,0,,0,0,40.7,23.8,90.6,1016.3,29.9,18.7,294.2,25.6,9,,2019-06-08T06:44:43,2019-06-08T21:43:07,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-06-09,27.5,13.7,21,26.6,13.7,21,6.7,42.7,0,0,0,,0,0,42.5,23.1,233.4,1013.5,27.4,18.4,342,29.7,10,,2019-06-09T06:44:31,2019-06-09T21:43:41,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-06-10,25.6,14.4,20.1,25.6,14.4,20.1,5.5,40.3,0,0,0,,0,0,28.4,19.8,307.2,1012.6,21.7,18.6,324.4,28.2,10,,2019-06-10T06:44:21,2019-06-10T21:44:13,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2019-06-11,20.5,14.9,17.4,20.5,14.9,17.4,3.4,40.1,0,0,0,,0,0,39.2,20.4,26.1,1010.2,50.2,18.8,189.8,16.3,7,,2019-06-11T06:44:13,2019-06-11T21:44:44,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,08226099999,LETO,08219099999,08213099999,08222099999,08223099999,08215099999"
